Date,Open,High,Low,Close,Adj Close,Volume
27/3/2015,1197,1199.800049,1196.300049,1199.800049,1199.800049,68
29/3/2015,null,null,null,null,null,null
30/3/2015,1198,1198.5,1181.599976,1184.800049,1184.800049,172260
31/3/2015,1185.800049,1190.099976,1178.199951,1183.099976,1183.099976,37990
1/4/2015,1182.900024,1208.199951,1181,1208.099976,1208.099976,3409
2/4/2015,1204,1205.699951,1194.800049,1200.900024,1200.900024,1632
5/4/2015,null,null,null,null,null,null
6/4/2015,1209.900024,1224.199951,1209.900024,1218.599976,1218.599976,1684
7/4/2015,1214.800049,1214.800049,1208.199951,1210.599976,1210.599976,343
8/4/2015,1208.900024,1211.400024,1197.599976,1203.099976,1203.099976,406
9/4/2015,1201.699951,1202.5,1193,1193.599976,1193.599976,236
10/4/2015,1195.800049,1209.599976,1195.800049,1204.599976,1204.599976,521
12/4/2015,null,null,null,null,null,null
13/4/2015,1208.099976,1208.099976,1198.300049,1199.300049,1199.300049,202
14/4/2015,1198.800049,1200.599976,1184.099976,1192.800049,1192.800049,424
15/4/2015,1194.599976,1203.099976,1188.599976,1201.5,1201.5,546
16/4/2015,1204.300049,1208.5,1194.599976,1198,1198,196
17/4/2015,1200.199951,1206,1200.199951,1202.900024,1202.900024,199
19/4/2015,null,null,null,null,null,null
20/4/2015,1205.699951,1206.900024,1191,1193.5,1193.5,21
21/4/2015,1193.199951,1202.900024,1192.800049,1202.900024,1202.900024,67
22/4/2015,1199.099976,1202.599976,1185.199951,1186.900024,1186.900024,33
23/4/2015,1187.199951,1197,1186.099976,1194.400024,1194.400024,93
24/4/2015,1192.300049,1194.699951,1174.599976,1175.199951,1175.199951,331
26/4/2015,null,null,null,null,null,null
27/4/2015,1182.300049,1206.699951,1181.400024,1203.300049,1203.300049,52
28/4/2015,1199.699951,1214,1199.699951,1214,1214,194
29/4/2015,1211.199951,1212.599976,1201.900024,1209.800049,1209.800049,401
30/4/2015,1203.099976,1205.900024,1176.699951,1182.400024,1182.400024,114
1/5/2015,1178.099976,1178.099976,1170,1174.5,1174.5,143
3/5/2015,null,null,null,null,null,null
4/5/2015,1177.5,1189.400024,1177.5,1186.800049,1186.800049,23
5/5/2015,1187.5,1198.699951,1186.900024,1193.199951,1193.199951,38
6/5/2015,1194.5,1194.599976,1189.900024,1190.300049,1190.300049,48
7/5/2015,1181.5,1186,1179.699951,1182.400024,1182.400024,14
8/5/2015,1183.300049,1189.099976,1182.900024,1189.099976,1189.099976,44
10/5/2015,null,null,null,null,null,null
11/5/2015,1189.699951,1190.5,1179.300049,1183.199951,1183.199951,51
12/5/2015,1194.599976,1194.800049,1189.699951,1192.599976,1192.599976,26
13/5/2015,1192.699951,1218.400024,1191,1218.400024,1218.400024,10
14/5/2015,1214.5,1225.599976,1214.5,1225.400024,1225.400024,34
15/5/2015,1218.5,1225.5,1214.800049,1225.5,1225.5,35
17/5/2015,null,null,null,null,null,null
18/5/2015,1224.5,1228.099976,1222.599976,1227.800049,1227.800049,12
19/5/2015,1223.900024,1223.900024,1206,1206.900024,1206.900024,8
20/5/2015,1205.099976,1210.800049,1205.099976,1208.900024,1208.900024,9
21/5/2015,1204.5,1204.5,1203.699951,1204.400024,1204.400024,11
22/5/2015,1211.599976,1211.900024,1204.300049,1204.300049,1204.300049,43
24/5/2015,null,null,null,null,null,null
26/5/2015,1193.599976,1193.599976,1186,1187.199951,1187.199951,8
27/5/2015,1185.900024,1185.900024,1185.900024,1185.900024,1185.900024,40
28/5/2015,1187.099976,1192,1179.599976,1188.099976,1188.099976,200216
29/5/2015,1187.800049,1193.300049,1185.699951,1189.400024,1189.400024,52705
31/5/2015,null,null,null,null,null,null
1/6/2015,1190.599976,1204,1184.300049,1188.300049,1188.300049,4748
2/6/2015,1189,1194.300049,1186,1194.099976,1194.099976,1236
3/6/2015,1193.900024,1193.900024,1179.099976,1184.699951,1184.699951,1003
4/6/2015,1184.900024,1185.300049,1173,1174.900024,1174.900024,630
5/6/2015,1176.400024,1177.300049,1164,1167.800049,1167.800049,447
7/6/2015,null,null,null,null,null,null
8/6/2015,1169.5,1176.099976,1169.099976,1173.199951,1173.199951,390
9/6/2015,1172.900024,1180.300049,1172.699951,1177.300049,1177.300049,173
10/6/2015,1176.099976,1190.099976,1175.599976,1186.099976,1186.099976,144
11/6/2015,1183.199951,1183.199951,1174.400024,1179.900024,1179.900024,295
12/6/2015,1180.400024,1181.199951,1176.199951,1178.800049,1178.800049,69
14/6/2015,null,null,null,null,null,null
15/6/2015,1179.900024,1188.5,1172.699951,1185.300049,1185.300049,141
16/6/2015,1186.5,1186.5,1175.900024,1180.5,1180.5,102
17/6/2015,1177.599976,1186.300049,1174.900024,1176.400024,1176.400024,29
18/6/2015,1183.400024,1202,1183.400024,1201.5,1201.5,168
19/6/2015,1199.699951,1203.099976,1199.699951,1201.5,1201.5,130
21/6/2015,null,null,null,null,null,null
22/6/2015,1197.800049,1197.800049,1182.699951,1183.699951,1183.699951,142
23/6/2015,1183.800049,1186,1176.199951,1176.199951,1176.199951,30
24/6/2015,1176.599976,1176.599976,1170.699951,1172.599976,1172.599976,60
25/6/2015,1175.800049,1175.900024,1171.5,1171.5,1171.5,263
26/6/2015,1170.5,1172.900024,1170.5,1172.900024,1172.900024,95
28/6/2015,null,null,null,null,null,null
29/6/2015,1185.099976,1186,1173.800049,1178.5,1178.5,308
30/6/2015,1176.300049,1176.400024,1166.599976,1171.5,1171.5,174
1/7/2015,1173.099976,1173.099976,1166.599976,1169,1169,223
2/7/2015,1166.400024,1168.099976,1155.5,1163,1163,455
5/7/2015,null,null,null,null,null,null
6/7/2015,1171.099976,1173,1162.199951,1172.900024,1172.900024,316
7/7/2015,1166.800049,1166.800049,1149.5,1152.400024,1152.400024,634
8/7/2015,1152.599976,1163.300049,1146.400024,1163.300049,1163.300049,469
9/7/2015,1154.800049,1163.599976,1154.800049,1159,1159,65
10/7/2015,1160.099976,1161.400024,1157.5,1157.699951,1157.699951,65
12/7/2015,null,null,null,null,null,null
13/7/2015,1159,1159,1151.199951,1155.199951,1155.199951,27
14/7/2015,1157.199951,1157.199951,1153,1153.300049,1153.300049,14
15/7/2015,1154,1154,1144.800049,1147.199951,1147.199951,39
16/7/2015,1146.199951,1146.199951,1142.900024,1143.800049,1143.800049,15
17/7/2015,1144,1144,1130.199951,1131.800049,1131.800049,14
19/7/2015,null,null,null,null,null,null
20/7/2015,1130.400024,1130.699951,1095.099976,1106.699951,1106.699951,120
21/7/2015,1097.099976,1106.400024,1097.099976,1103.400024,1103.400024,189
22/7/2015,1093,1095,1086,1091.400024,1091.400024,118
23/7/2015,1097.400024,1097.599976,1087.800049,1094,1094,46
24/7/2015,1078.599976,1100.699951,1078.599976,1085.599976,1085.599976,64
26/7/2015,null,null,null,null,null,null
27/7/2015,1100,1102.5,1093.900024,1096.5,1096.5,52
28/7/2015,1097.199951,1097.699951,1096.300049,1096.300049,1096.300049,19
29/7/2015,1096.400024,1096.900024,1092.699951,1092.699951,1092.699951,31
